Visiting: Average age,Visiting: Batting side,Visiting: Throwing side,Visiting: Average BMI,Home: Average age,Home: Batting side,Home: Throwing side,Home: Average BMI,Visiting: Team - Win rate,Home: Team - Win rate,Visiting: Team - Season Performance,Home: Team - Season Performance,Visiting: Team - Pythagorean expectation,Home: Team - Pythagorean expectation,Visiting: Manager - Win rate,Home: Manager - Win rate,Visiting: Average Fielding performance,Home: Average Fielding performance,Visiting: Pitcher - Win rate,Home: Pitcher - Win rate,Visiting: Pitcher - Pitching performance,Home: Pitcher - Pitching performance,Visiting: Pitcher - Strikeouts per walk,Home: Pitcher - Strikeouts per walk,Visiting: Pitcher - Homeruns per game,Home: Pitcher - Homeruns per game,Visiting: Pitcher - Shutouts per game,Home: Pitcher - Shutouts per game,Visiting: Pitcher - Saves per game,Home: Pitcher - Saves per game,Visiting: Pitcher - ERA,Home: Pitcher - ERA,Visiting: Average Batting performance,Home: Average Batting performance,League Diffrence,Visiting: Score ratio,Visiting: Win ratio,Visiting: Odd ratio,Visiting: Fielding performance ratio,Visiting: Pitching performance ratio,Visiting: Batting performance ratio,Visiting: Pythagorean expectation ratio,Visiting: Score versus ratio,Visiting: Win versus ratio,Visiting: Odd versus ratio,Visiting: Fielding performance versus ratio,Visiting: Pitching performance versus ratio,Visiting: Batting performance versus ratio,Visiting: Pythagorean expectation versus ratio,Home: Score ratio,Home: Win ratio,Home: Odd ratio,Home: Fielding performance ratio,Home: Pitching performance ratio,Home: Batting performance ratio,Home: Pythagorean expectation ratio,Home: Score versus ratio,Home: Win versus ratio,Home: Odd versus ratio,Home: Fielding performance versus ratio,Home: Pitching performance versus ratio,Home: Batting performance versus ratio,Home: Pythagorean expectation versus ratio
26.40000000000009,8,8,27.715648517172145,28.5,1,6,27.13495444089898,0.5370370370370371,0.5740740740740741,0.3333333333333333,0.5,0.5387216387182546,0.5943702283954777,0.49382716049382713,0.5046527972586956,506.28843255267617,548.6944444444445,0.2777777777777778,0.3333333333333333,48.25,93.75,2.7142857142857144,3.7708333333333335,0.8888888888888888,1.1515151515151516,0.0,0.0,0.05555555555555555,0.0,4.5,4.65,208.0,345.77777777777777,0,2.6,0.4,0.331746031746033,48.9,21.125,20.65,0.3532993954438618,2.8,0.4,0.37015873015872974,48.6,16.25,23.85,0.36516505730240556,6.0,0.6,0.5539357864357869,53.95,0.725,33.95,0.5571185830952102,5.0,0.6,0.6298412698412702,53.65,9.95,28.25,0.6348349426975949
26.799999999999955,2,4,28.20258236948957,27.59999999999991,3,8,26.929725540391217,0.4074074074074074,0.4444444444444444,0.2,0.3333333333333333,0.4429869020712325,0.447697295398261,0.48148148148148145,0.6296296296296297,676.0277777777778,678.3333333333334,0.09090909090909091,0.38461538461538464,-35.0,30.25,2.909090909090909,7.785714285714286,0.7272727272727273,0.8846153846153846,0.0,0.0,0.0,0.0,18.9,4.98,482.6388888888889,389.5,0,4.5,0.3,0.5038095238095222,48.0,15.75,27.05,0.4568523473392652,2.8,0.6,0.5739682539682538,53.3,23.6,23.5,0.5662355319105122,3.6,0.5,0.4299999999999981,55.575,7.9,20.15,0.4263790783723997,3.0,0.4,0.42603174603174593,53.85,10.8,19.4,0.43376446808948954
27.799999999999955,4,8,27.660721820303706,27.40000000000009,3,6,26.99494156995369,0.3950617283950617,0.6419753086419753,0.2,1.6666666666666665,0.4120556323375195,0.6268093968661068,0.46296296296296297,0.6234567901234568,567.3333333333334,644.0,0.19047619047619047,0.36363636363636365,77.75,286.0,1.9333333333333333,3.5636363636363635,0.7619047619047619,0.9393939393939394,0.0,0.0,0.0,0.0,11.91,4.26,327.27777777777777,477.5,0,4.3,0.4,0.454985569985569,47.325,12.225,27.9,0.4451230158636297,1.6,0.2,0.39666666666666694,51.15,26.45,20.75,0.3320393619674403,4.7,0.5,0.542828282828283,50.55,9.95,24.5,0.5559881411268063,2.6,0.8,0.6033333333333337,60.35,10.45,14.9,0.6679606380325607
28.09999999999991,2,6,28.95097319977068,29.200000000000045,1,8,27.67922916603547,0.5679012345679012,0.47530864197530864,1.3333333333333333,0.5,0.5761836557371701,0.47485239085452485,0.41358024691358025,0.49382716049382713,667.3995436637873,577.8611111111111,0.26666666666666666,0.16666666666666666,-60.25,-4.75,1.6451612903225807,2.1475409836065573,1.0,1.1333333333333333,0.0,0.0,0.0,0.0,5.63,5.38,289.78125,321.52777777777777,0,4.5,0.7,0.61869047619048,54.775,21.475,24.35,0.661210133283576,3.8,0.4,0.40357142857142847,49.7,28.45,31.2,0.3923203241478476,6.7,0.7,0.5974511599511605,55.425,-0.7,38.775,0.6219242546184354,3.2,0.6,0.5964285714285715,54.25,0.85,12.45,0.6076796758521528
30.799999999999955,6,8,28.486478588476622,25.59999999999991,1,4,27.145138288143137,0.5123456790123457,0.43209876543209874,0.3333333333333333,0.25,0.5349123615658724,0.4270748299801243,0.5066666666666667,0.5246913580246914,760.0662103304539,814.6944444444445,0.25,0.5384615384615384,21.0,229.75,1.2727272727272727,2.8958333333333335,0.0,0.5769230769230769,0.0,0.0,0.0,0.0,2.7,3.89,417.5,419.94444444444446,0,4.2,0.4,0.39198409433703585,50.075,7.175,28.425,0.3671469017467981,4.2,0.6,0.5844444444444443,48.85,13.5,31.65,0.5757489067335121,4.4,0.6,0.5619089244089238,52.05,12.325,27.6,0.5735641736254602,3.4,0.4,0.4155555555555555,50.2,6.45,24.6,0.4242510932664888
28.700000000000045,8,8,28.544611944914134,24.700000000000045,0,2,27.97324651525333,0.5308641975308642,0.4382716049382716,0.5,0.25,0.52240025523011,0.3657397168055393,0.48148148148148145,0.4691358024691358,407.3439881082317,664.5662103304539,0.40625,0.4,-98.75,234.25,1.8253968253968254,3.0869565217391304,0.71875,0.72,0.0,0.0,0.0,0.0,4.82,3.53,237.03125,319.0,0,5.2,0.7,0.7059881784881792,53.1,20.625,30.65,0.7430959017457504,4.2,0.6,0.5642424242424242,52.35,13.6,25.6,0.6069848566527163,3.8,0.5,0.588333333333334,52.425,13.7,19.9,0.5536468379182888,4.6,0.4,0.43575757575757573,55.45,15.15,29.3,0.3930151433472838
29.90000000000009,4,8,28.275943791958174,24.299999999999955,6,6,28.505879452114605,0.5246913580246914,0.46296296296296297,0.5,0.2,0.5154083053482305,0.44355933167310124,0.6419753086419753,0.5740740740740741,519.5277777777778,606.2222222222222,0.061224489795918366,0.53125,158.25,524.75,3.8947368421052633,4.777777777777778,0.20408163265306123,0.78125,0.0,0.0,0.04081632653061224,0.0,3.75,3.2,240.94444444444446,315.1111111111111,0,5.7,0.5,0.5075457875457878,48.2,16.325,35.475,0.4967098904820717,4.8,0.6,0.5809523809523808,52.05,20.95,34.1,0.5696355530282935,4.1,0.3,0.3561577311577329,57.55,14.05,26.025,0.3413322580372151,3.6,0.4,0.419047619047619,49.25,8.0,18.6,0.43036444697170795
29.799999999999955,4,6,28.20120085703021,24.90000000000009,-1,2,27.748830020487834,0.41358024691358025,0.49382716049382713,0.25,0.3333333333333333,0.43194228172008814,0.4456068202131326,0.5403726708074534,0.5679012345679012,498.31621033045394,742.8611111111111,0.3333333333333333,0.40625,-5.75,243.5,1.6984126984126984,3.0,0.5151515151515151,0.8125,0.0,0.0,0.0,0.0,4.1,4.33,358.3125,361.25,0,4.0,0.4,0.42587662337662546,51.2,17.85,30.3,0.4284869064439435,5.0,0.4,0.5011904761904757,50.9,4.15,39.3,0.49911042543153716,3.9,0.6,0.48125541125541194,54.25,-1.075,22.1,0.49369260477085125,4.4,0.6,0.4988095238095246,54.95,-7.6,29.35,0.5008895745684638
29.799999999999955,4,6,28.030264805139673,24.40000000000009,2,4,29.04753026091104,0.49382716049382713,0.46296296296296297,0.5,0.2,0.5006448200452469,0.44925698228076416,0.5308641975308642,0.5066666666666667,576.8333333333334,696.927321441565,0.40625,0.25,200.75,33.5,2.125,1.2307692307692308,0.59375,0.25,0.0,0.0,0.0,0.0,3.89,4.15,376.5833333333333,364.53125,0,3.7,0.3,0.3925793650793644,49.475,12.8,24.5,0.37018050882556724,5.6,0.6,0.45666666666666716,54.35,0.55,26.75,0.44255783363925183,6.4,0.8,0.6705421865716007,56.525,3.925,36.05,0.7090434135166012,5.0,0.4,0.5433333333333334,58.55,18.3,33.75,0.5574421663607485
28.5,-2,4,28.645143504023633,26.40000000000009,0,4,28.74447049692039,0.6296296296296297,0.48148148148148145,1.3333333333333333,0.3333333333333333,0.6638299302703246,0.48677614492606497,0.5046527972586956,0.47530864197530864,598.927321441565,429.80555555555554,0.4666666666666667,0.30303030303030304,267.75,189.0,2.963636363636364,2.8333333333333335,0.7666666666666667,0.9393939393939394,0.0,0.0,0.0,0.0,3.53,4.26,328.9375,221.61111111111111,0,6.2,0.9,0.6658916083916087,54.35,3.825,31.95,0.7493638610843977,4.2,0.6,0.45499999999999974,53.15,16.0,20.8,0.4961819220125977,3.6,0.3,0.4572222222222213,49.875,10.775,22.475,0.41169037424634575,3.4,0.4,0.5450000000000005,45.45,22.35,25.2,0.5038180779874026
